Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.1486754370156785,0.10176390773405698,0.18472906403940884,-0.4849977608598298,0.8513245629843215,0.10060172257836159
1,0.1486754370156785,0.10176390773405698,0.18472906403940884,-0.4849977608598298,0.8513245629843215,0.10060172257836159
