Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9342974468844849,0.923090492150291,0.9600073381031003,-0.0550357732526142,0.06570255311551508,0.0026798029556650248
1,0.9342974468844849,0.923090492150291,0.9600073381031003,-0.0550357732526142,0.06570255311551508,0.0026798029556650248
