Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.4370824053452116,0.3014592933947773,0.4632634995573916,-0.11979935084095604,0.5629175946547884,0.09473190558074097
1,0.4370824053452116,0.3014592933947773,0.4632634995573916,-0.11979935084095604,0.5629175946547884,0.09473190558074097
