Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.5490634129575529,0.3730733302195236,0.5434135555744537,0.0205799812909261,0.45093658704244716,0.10911475931152363
1,0.5490634129575529,0.3730733302195236,0.5434135555744537,0.0205799812909261,0.45093658704244716,0.10911475931152363
