Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9401041666666666,0.9249633967789166,0.9610192051720859,-0.04449515116942385,0.059895833333333336,0.0034375
1,0.9401041666666666,0.9249633967789166,0.9610192051720859,-0.04449515116942385,0.059895833333333336,0.0034375
