Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9439495174461767,0.9217107647698441,0.959260656356092,-0.03244058845718597,0.05605048255382331,0.005080506487415976
1,0.9439495174461767,0.9217107647698441,0.959260656356092,-0.03244058845718597,0.05605048255382331,0.005080506487415976
