Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.6309915843395536,0.5314329738058552,0.6940336049904418,-0.19981889526109267,0.3690084156604464,0.04014112112896903
1,0.6309915843395536,0.5314329738058552,0.6940336049904418,-0.19981889526109267,0.3690084156604464,0.04014112112896903
