hist_name,map_name,mi,mri_key,no_reg_mi
23U-1,cell_count_100,-0.4032909591083767,mri_2,-0.1195840374585467
23U-1,cell_count_150,-0.4455306178816414,mri_2,-0.1346466311796416
23U-1,cell_count_200,-0.42350183001777286,mri_2,-0.12196480972716534
23U-1,cell_count_250,-0.4197557904228164,mri_2,-0.12411696115354431
23U-1,cell_count_300,-0.4196822140147117,mri_2,-0.12286595993998853
23U-1,cell_count_350,-0.41116570184818374,mri_2,-0.12092775301880536
23U-1,cell_count_400,-0.40886628236526534,mri_2,-0.12157571634385923
23U-1,cell_count_450,-0.40702106061725785,mri_2,-0.12027208696490745
23U-1,cell_count_50,-0.3667266204636174,mri_2,-0.11151453897778006
23U-1,cell_count_500,-0.4342550331536524,mri_2,-0.12867643236739823
23U-2,cell_count_100,-0.39079520050934413,mri_2,-0.10579958650579542
23U-2,cell_count_150,-0.44514889768369564,mri_2,-0.11419842980267941
23U-2,cell_count_200,-0.41679936936277395,mri_2,-0.11339548731775118
23U-2,cell_count_250,-0.4063778788280971,mri_2,-0.11125620190266558
23U-2,cell_count_300,-0.40951685854379394,mri_2,-0.11543542125448077
23U-2,cell_count_350,-0.401361645432355,mri_2,-0.11328221168075202
23U-2,cell_count_400,-0.3947741172130476,mri_2,-0.11301904921347626
23U-2,cell_count_450,-0.4045434162574553,mri_2,-0.11178156063014615
23U-2,cell_count_50,-0.3340418152473691,mri_2,-0.09324006462983213
23U-2,cell_count_500,-0.4305204039978754,mri_2,-0.11728438724951296
23U-3,cell_count_100,-0.4014532285942203,mri_2,-0.14877148723801392
23U-3,cell_count_150,-0.43947553474580997,mri_2,-0.15767072654779835
23U-3,cell_count_200,-0.42608859583609643,mri_2,-0.15462589429706633
23U-3,cell_count_250,-0.4235568407171312,mri_2,-0.15709851777038067
23U-3,cell_count_300,-0.4199098827108486,mri_2,-0.15757496774105387
23U-3,cell_count_350,-0.4153313023844532,mri_2,-0.16047051276893923
23U-3,cell_count_400,-0.39997642201430755,mri_2,-0.15032689061966245
23U-3,cell_count_450,-0.41149816592491084,mri_2,-0.15702933875226308
23U-3,cell_count_50,-0.35841369936348316,mri_2,-0.1376240296813115
23U-3,cell_count_500,-0.435442326982756,mri_2,-0.16534373991106724
23U-4,cell_count_100,-0.38882072979386517,mri_2,-0.13829636794801425
23U-4,cell_count_150,-0.4254314041220464,mri_2,-0.13937771694714501
23U-4,cell_count_200,-0.41035465631302925,mri_2,-0.14333089601844357
23U-4,cell_count_250,-0.40984783402121977,mri_2,-0.14853802320835638
23U-4,cell_count_300,-0.41035232286605955,mri_2,-0.14483614330133895
23U-4,cell_count_350,-0.39593451234898946,mri_2,-0.14232823383678556
23U-4,cell_count_400,-0.3962582831705149,mri_2,-0.13753408262906264
23U-4,cell_count_450,-0.4012363484235603,mri_2,-0.14205560271083062
23U-4,cell_count_50,-0.3443706765933319,mri_2,-0.12378618409194453
23U-4,cell_count_500,-0.4179857067997143,mri_2,-0.15149876896211806
23U-5,cell_count_100,-0.38622564546615235,mri_2,-0.14929906311979704
23U-5,cell_count_150,-0.42423004744759185,mri_2,-0.16000329869346436
23U-5,cell_count_200,-0.405267403179477,mri_2,-0.15533055511802032
23U-5,cell_count_250,-0.40833609237069535,mri_2,-0.1581961372772356
23U-5,cell_count_300,-0.3998273719766318,mri_2,-0.15453923834824887
23U-5,cell_count_350,-0.39940902775487946,mri_2,-0.1548924282290265
23U-5,cell_count_400,-0.3903741551433311,mri_2,-0.1471763813521638
23U-5,cell_count_450,-0.39460261998612317,mri_2,-0.14948132372370668
23U-5,cell_count_50,-0.34098307580388465,mri_2,-0.13198841725390406
23U-5,cell_count_500,-0.4184989646475085,mri_2,-0.16790947007316598
