Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.946944749359678,0.917893243482887,0.9571890892279242,-0.02163661581137309,0.05305525064032199,0.006781654253234026
1,0.946944749359678,0.917893243482887,0.9571890892279242,-0.02163661581137309,0.05305525064032199,0.006781654253234026
