Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.29008163974292167,0.29008163974292167,0.44971051568601056,-1.100578968627979,0.7099183602570783,0.0
1,0.29008163974292167,0.29008163974292167,0.44971051568601056,-1.100578968627979,0.7099183602570783,0.0
