Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9577246949647705,0.9494037478705281,0.9740452678493402,-0.0340819715109674,0.04227530503522942,0.002027268752235958
1,0.9577246949647705,0.9494037478705281,0.9740452678493402,-0.0340819715109674,0.04227530503522942,0.002027268752235958
