group1,group2,meandiff,tost_pvalue_raw,p-adj,equivalent
H&E,RB Mean,0.0027582842989294365,0.018061102906360916,0.030325259929239363,True
H&E,RGB Mean,0.004960155738309657,0.030325259929239363,0.030325259929239363,True
RB Mean,RGB Mean,0.002201871439380221,0.021058301074549233,0.030325259929239363,True
