,Source,ddof1,ddof2,F,p_unc,p_GG_corr,ng2,eps,sphericity,W_spher,p_spher
0,reg_type,4,128,86.76846062342723,1.6894981125784274e-35,7.925543506333176e-21,0.5901878778573534,0.5565307141276936,False,0.07372118579773373,2.5132783996111886e-13
