,Source,ddof1,ddof2,F,p_unc,p_GG_corr,ng2,eps,sphericity,W_spher,p_spher
0,map_name,10,340,76.25046695046446,1.1957486668630837e-80,4.0695707816704976e-25,0.14314763482470735,0.2893630627533028,False,9.97278741117796e-07,1.6330790532957794e-57
