,Source,ddof1,ddof2,F,p_unc,p_GG_corr,ng2,eps,sphericity,W_spher,p_spher
0,component,2,68,2.526342225911053,0.08743250658362682,0.10984518768110389,0.000891177314500321,0.6625735406051235,False,0.490733573388854,7.924196265056711e-06
