Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9354088387904813,0.9082696316886727,0.9519300801165331,-0.035324107793153675,0.0645911612095187,0.006578169929491472
1,0.9354088387904813,0.9082696316886727,0.9519300801165331,-0.035324107793153675,0.0645911612095187,0.006578169929491472
