Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.4346696362286563,0.32884021342319575,0.49492814877430263,-0.2772612003381234,0.5653303637713437,0.06776614037830232
1,0.4346696362286563,0.32884021342319575,0.49492814877430263,-0.2772612003381234,0.5653303637713437,0.06776614037830232
