Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.2969547614856539,0.1841100076394194,0.3109677419354839,-0.0943778801843318,0.7030452385143461,0.13765566317454042
1,0.2969547614856539,0.1841100076394194,0.3109677419354839,-0.0943778801843318,0.7030452385143461,0.13765566317454042
