Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9353413654618474,0.8531135531135531,0.9207353231864004,0.03123146866969757,0.06465863453815261,0.018464379135251577
1,0.9353413654618474,0.8531135531135531,0.9207353231864004,0.03123146866969757,0.06465863453815261,0.018464379135251577
