hist_name,map_name,mi,mri_key,no_reg_mi
23U-1,cell_count_100,-0.21900266494107923,mri_1,-0.11800322346863878
23U-1,cell_count_150,-0.239315001262267,mri_1,-0.13335190984811593
23U-1,cell_count_200,-0.23680746448703735,mri_1,-0.11841811546121685
23U-1,cell_count_250,-0.23742058516709705,mri_1,-0.1200163062751627
23U-1,cell_count_300,-0.24588868792013815,mri_1,-0.11736520695346454
23U-1,cell_count_350,-0.2553237896190884,mri_1,-0.11547044478717626
23U-1,cell_count_400,-0.2519781980010978,mri_1,-0.11426687712426982
23U-1,cell_count_450,-0.25416543363782407,mri_1,-0.11263907239971356
23U-1,cell_count_50,-0.19587355734890904,mri_1,-0.11087852670000756
23U-1,cell_count_500,-0.2541432087490265,mri_1,-0.1259232632938988
23U-2,cell_count_100,-0.3766595008877968,mri_1,-0.10174840834845271
23U-2,cell_count_150,-0.4300003319840722,mri_1,-0.11103522413548896
23U-2,cell_count_200,-0.41784236540090913,mri_1,-0.10655340180520266
23U-2,cell_count_250,-0.42085770113963267,mri_1,-0.10666291880396139
23U-2,cell_count_300,-0.4277906193805716,mri_1,-0.10620654000614944
23U-2,cell_count_350,-0.4243434657793861,mri_1,-0.10648843507221309
23U-2,cell_count_400,-0.41778114544682937,mri_1,-0.10598891371014105
23U-2,cell_count_450,-0.43004356653397335,mri_1,-0.10316308312751218
23U-2,cell_count_50,-0.3158490722488884,mri_1,-0.09151599583244799
23U-2,cell_count_500,-0.4410475177127083,mri_1,-0.11099738491861218
23U-3,cell_count_100,-0.04479561920974549,mri_1,-0.1482328659072151
23U-3,cell_count_150,-0.051676059359978564,mri_1,-0.15595205214461202
23U-3,cell_count_200,-0.05066314392880674,mri_1,-0.15307669808688296
23U-3,cell_count_250,-0.052313887904458414,mri_1,-0.15562017436055883
23U-3,cell_count_300,-0.052311420884860405,mri_1,-0.15366578427580502
23U-3,cell_count_350,-0.05434924263999881,mri_1,-0.1593656287638517
23U-3,cell_count_400,-0.052979354018905245,mri_1,-0.14750378816971724
23U-3,cell_count_450,-0.05942051039520303,mri_1,-0.15280486039636604
23U-3,cell_count_50,-0.039400378172532065,mri_1,-0.1362803256032687
23U-3,cell_count_500,-0.05764385885118053,mri_1,-0.1633399648682129
23U-3,cell_count_100,-0.07813637529854431,mri_2,-0.14877148723801392
23U-3,cell_count_150,-0.09037747958339977,mri_2,-0.15767072654779835
23U-3,cell_count_200,-0.08841335436348083,mri_2,-0.15462589429706633
23U-3,cell_count_250,-0.0912985888442471,mri_2,-0.15709851777038067
23U-3,cell_count_300,-0.09337586086038184,mri_2,-0.15757496774105387
23U-3,cell_count_350,-0.09519878420541018,mri_2,-0.16047051276893923
23U-3,cell_count_400,-0.09514857656354857,mri_2,-0.15032689061966245
23U-3,cell_count_450,-0.0991023551487388,mri_2,-0.15702933875226308
23U-3,cell_count_50,-0.06359422534863296,mri_2,-0.1376240296813115
23U-3,cell_count_500,-0.1004164704392018,mri_2,-0.16534373991106724
23U-4,cell_count_100,-0.15291872055817937,mri_2,-0.13829636794801425
23U-4,cell_count_150,-0.17253271685105448,mri_2,-0.13937771694714501
23U-4,cell_count_200,-0.16908984696013268,mri_2,-0.14333089601844357
23U-4,cell_count_250,-0.17315862351255173,mri_2,-0.14853802320835638
23U-4,cell_count_300,-0.17735274133749704,mri_2,-0.14483614330133895
23U-4,cell_count_350,-0.18534646574636904,mri_2,-0.14232823383678556
23U-4,cell_count_400,-0.18341372636531073,mri_2,-0.13753408262906264
23U-4,cell_count_450,-0.18581218457367413,mri_2,-0.14205560271083062
23U-4,cell_count_50,-0.13164619440986822,mri_2,-0.12378618409194453
23U-4,cell_count_500,-0.1869208381432853,mri_2,-0.15149876896211806
23U-5,cell_count_100,-0.1361050982678011,mri_2,-0.14929906311979704
23U-5,cell_count_150,-0.1507604873492138,mri_2,-0.16000329869346436
23U-5,cell_count_200,-0.14936869649199552,mri_2,-0.15533055511802032
23U-5,cell_count_250,-0.15218671684265206,mri_2,-0.1581961372772356
23U-5,cell_count_300,-0.15609318114961165,mri_2,-0.15453923834824887
23U-5,cell_count_350,-0.15524326834802027,mri_2,-0.1548924282290265
23U-5,cell_count_400,-0.15940197692742966,mri_2,-0.1471763813521638
23U-5,cell_count_450,-0.16361988628479932,mri_2,-0.14948132372370668
23U-5,cell_count_50,-0.11853020876044025,mri_2,-0.13198841725390406
23U-5,cell_count_500,-0.16482311606195438,mri_2,-0.16790947007316598
