hist_name,map_name,mi,mri_key,no_reg_mi
23S-1,cell_count_100,-0.3845666364955427,mri_2,-0.1465185034300634
23S-1,cell_count_150,-0.43493669068407154,mri_2,-0.15879676092714912
23S-1,cell_count_200,-0.4103856916757352,mri_2,-0.15699360758649708
23S-1,cell_count_250,-0.40843022518323524,mri_2,-0.15523069971843384
23S-1,cell_count_300,-0.40102173903270394,mri_2,-0.15746522565966897
23S-1,cell_count_350,-0.3998238143982382,mri_2,-0.15460575476836022
23S-1,cell_count_400,-0.3855395674263445,mri_2,-0.1526200677681992
23S-1,cell_count_450,-0.3790280998910326,mri_2,-0.14930431218715662
23S-1,cell_count_50,-0.33669941302809975,mri_2,-0.13018110335037122
23S-1,cell_count_500,-0.4078404694151251,mri_2,-0.15795379698712306
23S-2,cell_count_100,-0.38047482039105096,mri_2,-0.10267347791607061
23S-2,cell_count_150,-0.42877289672624436,mri_2,-0.1141312866025422
23S-2,cell_count_200,-0.40317844487128274,mri_2,-0.10775496875862982
23S-2,cell_count_250,-0.39614562272748316,mri_2,-0.11028697761933706
23S-2,cell_count_300,-0.39507715240807745,mri_2,-0.10856956913413751
23S-2,cell_count_350,-0.3877578579131164,mri_2,-0.1096571181606547
23S-2,cell_count_400,-0.3853972829291144,mri_2,-0.10449768726648141
23S-2,cell_count_450,-0.381869976476095,mri_2,-0.1066902777534648
23S-2,cell_count_50,-0.3218594038882439,mri_2,-0.08901638433059779
23S-2,cell_count_500,-0.40129537595480974,mri_2,-0.11112552531110219
23S-3,cell_count_100,-0.3889143972157268,mri_2,-0.12035794075079571
23S-3,cell_count_150,-0.43011452734446115,mri_2,-0.13171204494011596
23S-3,cell_count_200,-0.4161676255740488,mri_2,-0.13100589845874525
23S-3,cell_count_250,-0.41827944494023583,mri_2,-0.13368793846436394
23S-3,cell_count_300,-0.41573821436694064,mri_2,-0.13027882225200182
23S-3,cell_count_350,-0.4205627097604211,mri_2,-0.13980968541318725
23S-3,cell_count_400,-0.39661061177809015,mri_2,-0.1279494848377973
23S-3,cell_count_450,-0.3986682526737827,mri_2,-0.12579680453881525
23S-3,cell_count_50,-0.33411316999864116,mri_2,-0.10580641488030451
23S-3,cell_count_500,-0.4158314053140709,mri_2,-0.13841637809247584
23S-4,cell_count_100,-0.36818484131131074,mri_2,-0.1001559424801207
23S-4,cell_count_150,-0.4107697088385784,mri_2,-0.10994953162173907
23S-4,cell_count_200,-0.3956595346369291,mri_2,-0.10902740648485731
23S-4,cell_count_250,-0.39667397290559997,mri_2,-0.11176189028863721
23S-4,cell_count_300,-0.3915271548459335,mri_2,-0.10922480806671019
23S-4,cell_count_350,-0.3928694122032613,mri_2,-0.11030457627201913
23S-4,cell_count_400,-0.38415009554844515,mri_2,-0.10904338482432191
23S-4,cell_count_450,-0.3748821541173126,mri_2,-0.10717324783124456
23S-4,cell_count_50,-0.3201409123506868,mri_2,-0.08854100473669793
23S-4,cell_count_500,-0.3944852260467425,mri_2,-0.11996546214621313
23S-5,cell_count_100,-0.38502947200635174,mri_2,-0.11674977233885693
23S-5,cell_count_150,-0.4177234933647179,mri_2,-0.12043499666214301
23S-5,cell_count_200,-0.4024218645688556,mri_2,-0.12058750432065768
23S-5,cell_count_250,-0.41299687318611544,mri_2,-0.1270087740274591
23S-5,cell_count_300,-0.38831190452085373,mri_2,-0.11524761344469239
23S-5,cell_count_350,-0.40671463801586255,mri_2,-0.12872461038302405
23S-5,cell_count_400,-0.39248893290096515,mri_2,-0.117154641199728
23S-5,cell_count_450,-0.4230688615778136,mri_2,-0.13273396973232063
23S-5,cell_count_50,-0.34136848558246297,mri_2,-0.10569799212270582
23S-5,cell_count_500,-0.4007457942626276,mri_2,-0.12738073742215394
