Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.5342966892262667,0.3659942363112392,0.5358649789029536,-0.005870482480278848,0.46570331077373334,0.09855345172292132
1,0.5342966892262667,0.3659942363112392,0.5358649789029536,-0.005870482480278848,0.46570331077373334,0.09855345172292132
