Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.5869867780097425,0.4239226033421284,0.5954292773316862,-0.028765551927997884,0.4130132219902575,0.08764071666402411
1,0.5869867780097425,0.4239226033421284,0.5954292773316862,-0.028765551927997884,0.4130132219902575,0.08764071666402411
