Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.7549407114624506,0.7548109965635739,0.8602761186722804,-0.27905610496426125,0.2450592885375494,3.975036769090114e-05
1,0.7549407114624506,0.7548109965635739,0.8602761186722804,-0.27905610496426125,0.2450592885375494,3.975036769090114e-05
