Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9557344064386318,0.9380610412926391,0.968040759610931,-0.025752663270032422,0.04426559356136821,0.004037790583715551
1,0.9557344064386318,0.9380610412926391,0.968040759610931,-0.025752663270032422,0.04426559356136821,0.004037790583715551
