Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.5759944415494181,0.5759944415494181,0.7309599911826299,-0.5380800176347404,0.4240055584505819,0.0
1,0.5759944415494181,0.5759944415494181,0.7309599911826299,-0.5380800176347404,0.4240055584505819,0.0
