Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9871175523349437,0.9221126525154605,0.9594782608695651,0.056,0.01288244766505636,0.015519754204908023
1,0.9871175523349437,0.9221126525154605,0.9594782608695651,0.056,0.01288244766505636,0.015519754204908023
