Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.5165149080521335,0.34805101058710297,0.5163766175814368,0.000535475234270415,0.48348509194786643,0.10683743842364532
1,0.5165149080521335,0.34805101058710297,0.5163766175814368,0.000535475234270415,0.48348509194786643,0.10683743842364532
