Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.942936673625609,0.9198913781398507,0.9582743988684582,-0.03253182461103253,0.05706332637439109,0.005707943554780403
1,0.942936673625609,0.9198913781398507,0.9582743988684582,-0.03253182461103253,0.05706332637439109,0.005707943554780403
