Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9700846999459362,0.9228527344419681,0.9598787446504993,0.021041369472182596,0.029915300054063794,0.01116922955913006
1,0.9700846999459362,0.9228527344419681,0.9598787446504993,0.021041369472182596,0.029915300054063794,0.01116922955913006
