Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.9506310319227914,0.7290065471107315,0.8432663812973329,0.225880803424432,0.049368968077208614,0.0640143817414413
1,0.9506310319227914,0.7290065471107315,0.8432663812973329,0.225880803424432,0.049368968077208614,0.0640143817414413
