Label,TotalOrTargetOverlap,UnionOverlap (Jaccard),MeanOverlap (Dice),VolumeSimilarity,FalseNegativeError,FalsePositiveError
All,0.4519056261343013,0.2883947185545518,0.44768069039913705,0.018698309960445882,0.5480943738656987,0.12267336841278567
1,0.4519056261343013,0.2883947185545518,0.44768069039913705,0.018698309960445882,0.5480943738656987,0.12267336841278567
