hist_name,map_name,mi,mri_key,no_reg_mi
23X-1,cell_count_100,-0.13649358822012247,mri_1,-0.13577292078795195
23X-1,cell_count_150,-0.1657695171928797,mri_1,-0.16767137253675907
23X-1,cell_count_200,-0.1462447048141871,mri_1,-0.14519364958206496
23X-1,cell_count_250,-0.15240192584282874,mri_1,-0.15066203648974183
23X-1,cell_count_300,-0.141252269978084,mri_1,-0.14017859544750566
23X-1,cell_count_350,-0.14482552984029487,mri_1,-0.1419677734758875
23X-1,cell_count_400,-0.14154978237585766,mri_1,-0.13942500509631356
23X-1,cell_count_450,-0.13520466174388313,mri_1,-0.1326297398198315
23X-1,cell_count_50,-0.11359354763137866,mri_1,-0.11321308748452702
23X-1,cell_count_500,-0.1517131986528823,mri_1,-0.14996463650782824
23X-2,cell_count_100,-0.14258428914533322,mri_1,-0.1419969894928716
23X-2,cell_count_150,-0.18864943523612593,mri_1,-0.18816148588581555
23X-2,cell_count_200,-0.17087454293254378,mri_1,-0.17110555695305407
23X-2,cell_count_250,-0.1768931152162755,mri_1,-0.1762849865274872
23X-2,cell_count_300,-0.18355221878255099,mri_1,-0.18340177661559115
23X-2,cell_count_350,-0.19045372979182482,mri_1,-0.19113997164127292
23X-2,cell_count_400,-0.18912811648376818,mri_1,-0.1884179526147119
23X-2,cell_count_450,-0.19851542122917679,mri_1,-0.19774142246262627
23X-2,cell_count_50,-0.11596576402200402,mri_1,-0.1155456823932394
23X-2,cell_count_500,-0.19944125815855185,mri_1,-0.1966308840701789
23X-3,cell_count_100,-0.018118056054517346,mri_1,-0.018050836983580905
23X-3,cell_count_150,-0.023766886107492405,mri_1,-0.024105436071945978
23X-3,cell_count_200,-0.019714925418178247,mri_1,-0.01971784703729031
23X-3,cell_count_250,-0.02009417522938091,mri_1,-0.02009353770395236
23X-3,cell_count_300,-0.01947898570586256,mri_1,-0.019469436193572817
23X-3,cell_count_350,-0.01762064153002499,mri_1,-0.01759468279168749
23X-3,cell_count_400,-0.019239086646441767,mri_1,-0.01933981774094502
23X-3,cell_count_450,-0.01897615069728016,mri_1,-0.019256931709893694
23X-3,cell_count_50,-0.016578509153245272,mri_1,-0.016539900158009727
23X-3,cell_count_500,-0.01848150245543408,mri_1,-0.018711338598576037
23X-3,cell_count_100,-0.01969956165425929,mri_2,-0.019646206105867987
23X-3,cell_count_150,-0.02581819862388614,mri_2,-0.026086258586191815
23X-3,cell_count_200,-0.021268524096294678,mri_2,-0.0213170157820182
23X-3,cell_count_250,-0.021833931978805152,mri_2,-0.0219143472281906
23X-3,cell_count_300,-0.02198352014319145,mri_2,-0.022052322670603277
23X-3,cell_count_350,-0.019569791131095228,mri_2,-0.019494127103956326
23X-3,cell_count_400,-0.02153175842145414,mri_2,-0.021744908560462843
23X-3,cell_count_450,-0.020739817803583055,mri_2,-0.021136782751074383
23X-3,cell_count_50,-0.018198230114324553,mri_2,-0.018148569327038414
23X-3,cell_count_500,-0.02048354459861804,mri_2,-0.021014949091112792
23X-4,cell_count_100,-0.12442439824918203,mri_2,-0.12480674758907916
23X-4,cell_count_150,-0.15663769184748386,mri_2,-0.1591702767861461
23X-4,cell_count_200,-0.1436915125508224,mri_2,-0.1438808748027639
23X-4,cell_count_250,-0.15089591043647188,mri_2,-0.1508106220459114
23X-4,cell_count_300,-0.145173622982726,mri_2,-0.1449052727336594
23X-4,cell_count_350,-0.1487789139048598,mri_2,-0.14733029861403682
23X-4,cell_count_400,-0.14646618183619606,mri_2,-0.14568251593430323
23X-4,cell_count_450,-0.13870032321056397,mri_2,-0.13733445003434278
23X-4,cell_count_50,-0.1037338845940324,mri_2,-0.10417257690405538
23X-4,cell_count_500,-0.15239588894354442,mri_2,-0.15207081487541244
23X-5,cell_count_100,-0.09708118986921775,mri_2,-0.09431926868725041
23X-5,cell_count_150,-0.13482492637224128,mri_2,-0.13616069933717473
23X-5,cell_count_200,-0.1083658470101342,mri_2,-0.10409590490600373
23X-5,cell_count_250,-0.1119638384527563,mri_2,-0.1090508028981698
23X-5,cell_count_300,-0.11030767346752765,mri_2,-0.1066695384220695
23X-5,cell_count_350,-0.11453166701894063,mri_2,-0.11136943595545808
23X-5,cell_count_400,-0.11121800073972671,mri_2,-0.10771299707588906
23X-5,cell_count_450,-0.12191950837149096,mri_2,-0.1171655998517468
23X-5,cell_count_50,-0.0793080460660208,mri_2,-0.07829874997077296
23X-5,cell_count_500,-0.11616826803139932,mri_2,-0.11378643213022384
